filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
Testing_speech.wav,0.4054693579673767,0.1689615398645401,1055.9652098771408,1655.2314329064818,2399.0081787109375,0.015317563657407407,-196.61570739746094,129.07354736328125,-2.240570068359375,39.54116439819336,-3.4309704303741455,34.88886642456055,0.056401535868644714,11.918547630310059,-8.099559783935547,0.820314884185791,-1.7493581771850586,-8.658600807189941,1.149243712425232,-12.772392272949219,0.9783884882926941,-6.186749458312988,4.0014214515686035,-3.441061496734619,1.561590552330017,-3.194211959838867
